Gene 1	Gene 2	Weight	Network group	Network
PSMB7	PSMB3	0.11381574	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMB8	0.06740103	Predicted	I2D-MINT-Yeast2Human
PSMB7	PSMB6	0.08420745	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA8	0.06926326	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA2	0.055851564	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA4	0.054079123	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB1	0.074449115	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA6	0.050584737	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA3	0.06560871	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA5	0.073393226	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB2	0.061486118	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMA1	0.058161803	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB3	0.103800945	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB8	0.061470326	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB6	0.07679792	Predicted	I2D-MINT-Yeast2Human
PSMB4	PSMB7	0.07618668	Predicted	I2D-MINT-Yeast2Human
USP14	PSMA1	0.044643097	Predicted	I2D-MINT-Yeast2Human
IGF2R	GZMB	0.1362779	Predicted	Wu-Stein-2010
STAT4	STAT5A	0.04290034	Predicted	Wu-Stein-2010
STAT1	STAT4	0.027790789	Predicted	Wu-Stein-2010
PSMA2	PSMA8	0.09850545	Predicted	Wu-Stein-2010
PSMA4	PSMA8	0.13807607	Predicted	Wu-Stein-2010
PSMB1	PSMA8	0.20868114	Predicted	Wu-Stein-2010
PSMA6	PSMA8	0.10575949	Predicted	Wu-Stein-2010
PSMA3	PSMA8	0.05662039	Predicted	Wu-Stein-2010
PSMA5	PSMA8	0.20868114	Predicted	Wu-Stein-2010
PSMA1	PSMA8	0.12359481	Predicted	Wu-Stein-2010
PSMB3	PSMA8	0.108460546	Predicted	Wu-Stein-2010
PSMB8	PSMA8	0.078513324	Predicted	Wu-Stein-2010
PSMB6	PSMA8	0.20868114	Predicted	Wu-Stein-2010
PSMB7	PSMA8	0.20868114	Predicted	Wu-Stein-2010
USP14	PSMA4	0.30290976	Predicted	Wu-Stein-2010
TAP2	TAP1	0.10350808	Predicted	Wu-Stein-2010
PSMA4	PSMA2	0.2734501	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA6	PSMA2	0.104797095	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA6	PSMA4	0.20808914	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA3	PSMA6	0.2934004	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMA2	0.07598015	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMA4	0.1508691	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMB1	0.37287164	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMA6	0.057819124	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMA3	0.2127216	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB2	PSMA5	0.37287164	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA1	PSMA2	0.2734501	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA1	PSMA6	0.20808914	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA1	PSMB2	0.1508691	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB3	PSMA2	0.2734501	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB3	PSMA6	0.20808914	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMB3	PSMB2	0.1508691	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA7	PSMA2	0.2734501	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA7	PSMA6	0.20808914	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA7	PSMB2	0.1508691	Predicted	I2D-Li-Vidal-2004-interolog-Worm2Human
PSMA2	PSMA8	0.029298956	Predicted	I2D-BioGRID-Yeast2Human
PSMA4	PSMA8	0.011279116	Predicted	I2D-BioGRID-Yeast2Human
PSMA4	PSMA2	0.014841993	Predicted	I2D-BioGRID-Yeast2Human
PSMB1	PSMA8	0.035285283	Predicted	I2D-BioGRID-Yeast2Human
PSMB1	PSMA2	0.046431296	Predicted	I2D-BioGRID-Yeast2Human
PSMB1	PSMA4	0.017874494	Predicted	I2D-BioGRID-Yeast2Human
PSMA6	PSMA8	0.023680208	Predicted	I2D-BioGRID-Yeast2Human
PSMA6	PSMA2	0.031160377	Predicted	I2D-BioGRID-Yeast2Human
PSMA6	PSMA4	0.011995701	Predicted	I2D-BioGRID-Yeast2Human
PSMA6	PSMB1	0.037527025	Predicted	I2D-BioGRID-Yeast2Human
PSMA3	PSMA8	0.022126961	Predicted	I2D-BioGRID-Yeast2Human
PSMA3	PSMA2	0.029116487	Predicted	I2D-BioGRID-Yeast2Human
PSMA3	PSMA4	0.011208872	Predicted	I2D-BioGRID-Yeast2Human
PSMA3	PSMB1	0.03506553	Predicted	I2D-BioGRID-Yeast2Human
PSMA3	PSMA6	0.023532733	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMA8	0.029683528	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMA2	0.03906004	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMA4	0.015036807	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMB1	0.047040742	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMA6	0.031569384	Predicted	I2D-BioGRID-Yeast2Human
PSMA5	PSMA3	0.029498665	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA8	0.018136203	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA2	0.023865117	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA4	0.00918727	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMB1	0.028741209	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA6	0.019288434	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA3	0.018023254	Predicted	I2D-BioGRID-Yeast2Human
PSMB2	PSMA5	0.024178365	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA8	0.023552507	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA2	0.030992338	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA4	0.011931012	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMB1	0.037324656	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA6	0.025048846	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA3	0.02340583	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMA5	0.03139914	Predicted	I2D-BioGRID-Yeast2Human
PSMA1	PSMB2	0.019184416	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA8	0.04238007	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA2	0.0557672	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA4	0.021468503	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMB1	0.06716149	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA6	0.04507256	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA3	0.042116135	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA5	0.056499187	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMB2	0.034520183	Predicted	I2D-BioGRID-Yeast2Human
PSMB3	PSMA1	0.0448295	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA8	0.020719878	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA2	0.02726493	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA4	0.010496085	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMB1	0.03283567	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA6	0.022036254	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA3	0.02059084	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA5	0.027622806	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMB2	0.016877132	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMA1	0.02191742	Predicted	I2D-BioGRID-Yeast2Human
PSMB8	PSMB3	0.039437912	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA8	0.022222372	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA2	0.029242035	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA4	0.011257204	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMB1	0.035216734	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA6	0.023634205	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA3	0.022083977	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA5	0.029625861	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMB2	0.018100971	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMA1	0.023506753	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMB3	0.042297736	Predicted	I2D-BioGRID-Yeast2Human
PSMB6	PSMB8	0.020679627	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA8	0.032480765	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA2	0.042740874	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA4	0.016453804	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMB1	0.051473644	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA6	0.03454433	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA3	0.03227848	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA5	0.04330188	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMB2	0.02645682	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMA1	0.034358047	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMB3	0.06182341	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMB8	0.030225849	Predicted	I2D-BioGRID-Yeast2Human
PSMB7	PSMB6	0.032417662	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA8	0.027959323	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA2	0.036791187	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA4	0.014163374	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB1	0.044308323	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA6	0.029735634	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA3	0.027785197	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA5	0.037274104	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB2	0.022773935	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMA1	0.029575277	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB3	0.05321736	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB8	0.026018297	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB6	0.027905004	Predicted	I2D-BioGRID-Yeast2Human
PSMB4	PSMB7	0.04078664	Predicted	I2D-BioGRID-Yeast2Human
USP14	PSMA4	0.0065042567	Predicted	I2D-BioGRID-Yeast2Human
USP14	PSMB2	0.010458491	Predicted	I2D-BioGRID-Yeast2Human
USP14	PSMA1	0.013581877	Predicted	I2D-BioGRID-Yeast2Human
USP14	PSMB6	0.012814836	Predicted	I2D-BioGRID-Yeast2Human
STAT4	ZBP1	0.007987666	Predicted	I2D-INNATEDB-Mouse2Human
STAT4	CAMK2A	0.011394359	Predicted	I2D-INNATEDB-Mouse2Human
STAT4	STAT5A	0.0023141748	Predicted	I2D-INNATEDB-Mouse2Human
STAT1	TAP1	0.075602986	Predicted	I2D-INNATEDB-Mouse2Human
STAT1	STAT4	0.0018382571	Predicted	I2D-INNATEDB-Mouse2Human
NFKB1	IFNB1	0.014625121	Predicted	I2D-INNATEDB-Mouse2Human
NFKB1	TAP1	0.055050336	Predicted	I2D-INNATEDB-Mouse2Human
RIPK3	ZBP1	0.29942596	Predicted	I2D-INNATEDB-Mouse2Human
ELANE	GZMB	0.0082948785	Shared protein domains	INTERPRO
HGF	GZMB	0.006078586	Shared protein domains	INTERPRO
HGF	ELANE	0.0059423675	Shared protein domains	INTERPRO
IGF2R	HGF	0.013855558	Shared protein domains	INTERPRO
PIK3CG	PIK3CD	0.09169409	Shared protein domains	INTERPRO
STAT4	STAT5A	0.061567023	Shared protein domains	INTERPRO
STAT1	STAT5A	0.06195999	Shared protein domains	INTERPRO
STAT1	STAT4	0.061567247	Shared protein domains	INTERPRO
PSMA2	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA4	PSMA8	0.059660133	Shared protein domains	INTERPRO
PSMA4	PSMA2	0.059660133	Shared protein domains	INTERPRO
PSMB1	PSMA8	0.025485044	Shared protein domains	INTERPRO
PSMB1	PSMA2	0.025485044	Shared protein domains	INTERPRO
PSMB1	PSMA4	0.035709023	Shared protein domains	INTERPRO
PSMA6	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA6	PSMA2	0.06683226	Shared protein domains	INTERPRO
PSMA6	PSMA4	0.059660133	Shared protein domains	INTERPRO
PSMA6	PSMB1	0.025485044	Shared protein domains	INTERPRO
PSMA3	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA3	PSMA2	0.06683226	Shared protein domains	INTERPRO
PSMA3	PSMA4	0.059660133	Shared protein domains	INTERPRO
PSMA3	PSMB1	0.025485044	Shared protein domains	INTERPRO
PSMA3	PSMA6	0.06683226	Shared protein domains	INTERPRO
PSMA5	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA5	PSMA2	0.06683226	Shared protein domains	INTERPRO
PSMA5	PSMA4	0.059660133	Shared protein domains	INTERPRO
PSMA5	PSMB1	0.025485044	Shared protein domains	INTERPRO
PSMA5	PSMA6	0.06683226	Shared protein domains	INTERPRO
PSMA5	PSMA3	0.06683226	Shared protein domains	INTERPRO
PSMB2	PSMA8	0.025485044	Shared protein domains	INTERPRO
PSMB2	PSMA2	0.025485044	Shared protein domains	INTERPRO
PSMB2	PSMA4	0.035709023	Shared protein domains	INTERPRO
PSMB2	PSMB1	0.054051813	Shared protein domains	INTERPRO
PSMB2	PSMA6	0.025485044	Shared protein domains	INTERPRO
PSMB2	PSMA3	0.025485044	Shared protein domains	INTERPRO
PSMB2	PSMA5	0.025485044	Shared protein domains	INTERPRO
PSMA1	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA1	PSMA2	0.06683226	Shared protein domains	INTERPRO
PSMA1	PSMA4	0.059660133	Shared protein domains	INTERPRO
PSMA1	PSMB1	0.025485044	Shared protein domains	INTERPRO
PSMA1	PSMA6	0.06683226	Shared protein domains	INTERPRO
PSMA1	PSMA3	0.06683226	Shared protein domains	INTERPRO
PSMA1	PSMA5	0.06683226	Shared protein domains	INTERPRO
PSMA1	PSMB2	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMA8	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMA2	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMA4	0.035709023	Shared protein domains	INTERPRO
PSMB3	PSMB1	0.054051813	Shared protein domains	INTERPRO
PSMB3	PSMA6	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMA3	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMA5	0.025485044	Shared protein domains	INTERPRO
PSMB3	PSMB2	0.054051813	Shared protein domains	INTERPRO
PSMB3	PSMA1	0.025485044	Shared protein domains	INTERPRO
PSMB8	PSMA8	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMA2	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMA4	0.03340411	Shared protein domains	INTERPRO
PSMB8	PSMB1	0.050563686	Shared protein domains	INTERPRO
PSMB8	PSMA6	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMA3	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMA5	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMB2	0.050563686	Shared protein domains	INTERPRO
PSMB8	PSMA1	0.023839308	Shared protein domains	INTERPRO
PSMB8	PSMB3	0.050563686	Shared protein domains	INTERPRO
PSMB6	PSMA8	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMA2	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMA4	0.03340411	Shared protein domains	INTERPRO
PSMB6	PSMB1	0.050563686	Shared protein domains	INTERPRO
PSMB6	PSMA6	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMA3	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMA5	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMB2	0.050563686	Shared protein domains	INTERPRO
PSMB6	PSMA1	0.023839308	Shared protein domains	INTERPRO
PSMB6	PSMB3	0.050563686	Shared protein domains	INTERPRO
PSMB6	PSMB8	0.06082235	Shared protein domains	INTERPRO
PSMB7	PSMA8	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMA2	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMA4	0.032781824	Shared protein domains	INTERPRO
PSMB7	PSMB1	0.04962182	Shared protein domains	INTERPRO
PSMB7	PSMA6	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMA3	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMA5	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMB2	0.04962182	Shared protein domains	INTERPRO
PSMB7	PSMA1	0.02339511	Shared protein domains	INTERPRO
PSMB7	PSMB3	0.04962182	Shared protein domains	INTERPRO
PSMB7	PSMB8	0.059689466	Shared protein domains	INTERPRO
PSMB7	PSMB6	0.059689466	Shared protein domains	INTERPRO
RIPK3	ZBP1	0.017833456	Shared protein domains	INTERPRO
PSMB4	PSMA8	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMA2	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMA4	0.03570904	Shared protein domains	INTERPRO
PSMB4	PSMB1	0.0540519	Shared protein domains	INTERPRO
PSMB4	PSMA6	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMA3	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMA5	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMB2	0.0540519	Shared protein domains	INTERPRO
PSMB4	PSMA1	0.025485002	Shared protein domains	INTERPRO
PSMB4	PSMB3	0.0540519	Shared protein domains	INTERPRO
PSMB4	PSMB8	0.05056376	Shared protein domains	INTERPRO
PSMB4	PSMB6	0.05056376	Shared protein domains	INTERPRO
PSMB4	PSMB7	0.049621902	Shared protein domains	INTERPRO
USP14	UBB	0.019154876	Shared protein domains	INTERPRO
TAP2	TAP1	0.030432321	Shared protein domains	INTERPRO
BST1	CD38	1	Shared protein domains	INTERPRO
PSMA7	PSMA8	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMA2	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMA4	0.059660133	Shared protein domains	INTERPRO
PSMA7	PSMB1	0.025485044	Shared protein domains	INTERPRO
PSMA7	PSMA6	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMA3	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMA5	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMB2	0.025485044	Shared protein domains	INTERPRO
PSMA7	PSMA1	0.06683226	Shared protein domains	INTERPRO
PSMA7	PSMB3	0.025485044	Shared protein domains	INTERPRO
PSMA7	PSMB8	0.023839308	Shared protein domains	INTERPRO
PSMA7	PSMB6	0.023839308	Shared protein domains	INTERPRO
PSMA7	PSMB7	0.02339511	Shared protein domains	INTERPRO
PSMA7	PSMB4	0.025485002	Shared protein domains	INTERPRO
ELANE	GZMB	0.010510399	Shared protein domains	PFAM
HGF	GZMB	0.0076880725	Shared protein domains	PFAM
HGF	ELANE	0.008063259	Shared protein domains	PFAM
PIK3CG	PIK3CD	0.10010165	Shared protein domains	PFAM
STAT4	STAT5A	0.076239936	Shared protein domains	PFAM
STAT1	STAT5A	0.07682413	Shared protein domains	PFAM
STAT1	STAT4	0.07733651	Shared protein domains	PFAM
NFKB1	UNC5B	0.007647098	Shared protein domains	PFAM
PSMA2	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA4	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA4	PSMA2	0.0801392	Shared protein domains	PFAM
PSMB1	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB1	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB1	PSMA4	0.044388223	Shared protein domains	PFAM
PSMA6	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA6	PSMA2	0.0801392	Shared protein domains	PFAM
PSMA6	PSMA4	0.0801392	Shared protein domains	PFAM
PSMA6	PSMB1	0.044388223	Shared protein domains	PFAM
PSMA3	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA3	PSMA2	0.0801392	Shared protein domains	PFAM
PSMA3	PSMA4	0.0801392	Shared protein domains	PFAM
PSMA3	PSMB1	0.044388223	Shared protein domains	PFAM
PSMA3	PSMA6	0.0801392	Shared protein domains	PFAM
PSMA5	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA5	PSMA2	0.0801392	Shared protein domains	PFAM
PSMA5	PSMA4	0.0801392	Shared protein domains	PFAM
PSMA5	PSMB1	0.044388223	Shared protein domains	PFAM
PSMA5	PSMA6	0.0801392	Shared protein domains	PFAM
PSMA5	PSMA3	0.0801392	Shared protein domains	PFAM
PSMB2	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB2	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB2	PSMA4	0.044388223	Shared protein domains	PFAM
PSMB2	PSMB1	0.06154378	Shared protein domains	PFAM
PSMB2	PSMA6	0.044388223	Shared protein domains	PFAM
PSMB2	PSMA3	0.044388223	Shared protein domains	PFAM
PSMB2	PSMA5	0.044388223	Shared protein domains	PFAM
PSMA1	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA1	PSMA2	0.0801392	Shared protein domains	PFAM
PSMA1	PSMA4	0.0801392	Shared protein domains	PFAM
PSMA1	PSMB1	0.044388223	Shared protein domains	PFAM
PSMA1	PSMA6	0.0801392	Shared protein domains	PFAM
PSMA1	PSMA3	0.0801392	Shared protein domains	PFAM
PSMA1	PSMA5	0.0801392	Shared protein domains	PFAM
PSMA1	PSMB2	0.044388223	Shared protein domains	PFAM
PSMB3	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB3	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB3	PSMA4	0.044388223	Shared protein domains	PFAM
PSMB3	PSMB1	0.06154378	Shared protein domains	PFAM
PSMB3	PSMA6	0.044388223	Shared protein domains	PFAM
PSMB3	PSMA3	0.044388223	Shared protein domains	PFAM
PSMB3	PSMA5	0.044388223	Shared protein domains	PFAM
PSMB3	PSMB2	0.06154378	Shared protein domains	PFAM
PSMB3	PSMA1	0.044388223	Shared protein domains	PFAM
PSMB8	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB8	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB8	PSMA4	0.044388223	Shared protein domains	PFAM
PSMB8	PSMB1	0.06154378	Shared protein domains	PFAM
PSMB8	PSMA6	0.044388223	Shared protein domains	PFAM
PSMB8	PSMA3	0.044388223	Shared protein domains	PFAM
PSMB8	PSMA5	0.044388223	Shared protein domains	PFAM
PSMB8	PSMB2	0.06154378	Shared protein domains	PFAM
PSMB8	PSMA1	0.044388223	Shared protein domains	PFAM
PSMB8	PSMB3	0.06154378	Shared protein domains	PFAM
PSMB6	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB6	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB6	PSMA4	0.044388223	Shared protein domains	PFAM
PSMB6	PSMB1	0.06154378	Shared protein domains	PFAM
PSMB6	PSMA6	0.044388223	Shared protein domains	PFAM
PSMB6	PSMA3	0.044388223	Shared protein domains	PFAM
PSMB6	PSMA5	0.044388223	Shared protein domains	PFAM
PSMB6	PSMB2	0.06154378	Shared protein domains	PFAM
PSMB6	PSMA1	0.044388223	Shared protein domains	PFAM
PSMB6	PSMB3	0.06154378	Shared protein domains	PFAM
PSMB6	PSMB8	0.06154378	Shared protein domains	PFAM
PSMB7	PSMA8	0.040729314	Shared protein domains	PFAM
PSMB7	PSMA2	0.040729314	Shared protein domains	PFAM
PSMB7	PSMA4	0.040729314	Shared protein domains	PFAM
PSMB7	PSMB1	0.05647073	Shared protein domains	PFAM
PSMB7	PSMA6	0.040729314	Shared protein domains	PFAM
PSMB7	PSMA3	0.040729314	Shared protein domains	PFAM
PSMB7	PSMA5	0.040729314	Shared protein domains	PFAM
PSMB7	PSMB2	0.05647073	Shared protein domains	PFAM
PSMB7	PSMA1	0.040729314	Shared protein domains	PFAM
PSMB7	PSMB3	0.05647073	Shared protein domains	PFAM
PSMB7	PSMB8	0.05647073	Shared protein domains	PFAM
PSMB7	PSMB6	0.05647073	Shared protein domains	PFAM
RIPK3	ZBP1	0.093407765	Shared protein domains	PFAM
PSMB4	PSMA8	0.044388223	Shared protein domains	PFAM
PSMB4	PSMA2	0.044388223	Shared protein domains	PFAM
PSMB4	PSMA4	0.044388223	Shared protein domains	PFAM
PSMB4	PSMB1	0.06154378	Shared protein domains	PFAM
PSMB4	PSMA6	0.044388223	Shared protein domains	PFAM
PSMB4	PSMA3	0.044388223	Shared protein domains	PFAM
PSMB4	PSMA5	0.044388223	Shared protein domains	PFAM
PSMB4	PSMB2	0.06154378	Shared protein domains	PFAM
PSMB4	PSMA1	0.044388223	Shared protein domains	PFAM
PSMB4	PSMB3	0.06154378	Shared protein domains	PFAM
PSMB4	PSMB8	0.06154378	Shared protein domains	PFAM
PSMB4	PSMB6	0.06154378	Shared protein domains	PFAM
PSMB4	PSMB7	0.05647073	Shared protein domains	PFAM
TAP2	TAP1	0.025508236	Shared protein domains	PFAM
BST1	CD38	1	Shared protein domains	PFAM
PSMA7	PSMA8	0.0801392	Shared protein domains	PFAM
PSMA7	PSMA2	0.0801392	Shared protein domains	PFAM
PSMA7	PSMA4	0.0801392	Shared protein domains	PFAM
PSMA7	PSMB1	0.044388223	Shared protein domains	PFAM
PSMA7	PSMA6	0.0801392	Shared protein domains	PFAM
PSMA7	PSMA3	0.0801392	Shared protein domains	PFAM
PSMA7	PSMA5	0.0801392	Shared protein domains	PFAM
PSMA7	PSMB2	0.044388223	Shared protein domains	PFAM
PSMA7	PSMA1	0.0801392	Shared protein domains	PFAM
PSMA7	PSMB3	0.044388223	Shared protein domains	PFAM
PSMA7	PSMB8	0.044388223	Shared protein domains	PFAM
PSMA7	PSMB6	0.044388223	Shared protein domains	PFAM
PSMA7	PSMB7	0.040729314	Shared protein domains	PFAM
PSMA7	PSMB4	0.044388223	Shared protein domains	PFAM
